flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8
N32AL,AERO AIR LLC,690A,Fixed Wing Multi-Engine,ROCKWELL INTERNATIONAL,10/31/2027,Turbo-prop,None,LLC,No,A36C02,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,AIRESEARCH,TPE331-5&6SER,07/14/1976,None,Standard,Normal,No,Valid,11336,None,07/03/2000,1976,50666002
N542LM,AERO AIR LLC,35A,Fixed Wing Multi-Engine,LEARJET INC,11/30/2028,Turbo-fan,None,LLC,No,A6E060,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,GARRETT,TFE731 SERIES,12/08/1999,None,Standard,Transport,No,Valid,35A-280,None,11/14/2008,1980,51560140
N543LM,MARKLYN JET PARTS LLC,35A,Fixed Wing Multi-Engine,GATES LEARJET CORP.,01/31/2030,Turbo-fan,None,LLC,No,A6E417,NO,7515 LEMMON AVE BLDG J,DALLAS,DALLAS,UNITED STATES,TEXAS,75209-3017,None,HONEYWELL,TFE731-2C,11/17/2006,None,Standard,Transport,No,Valid,426,None,01/16/2023,1981,51562027
N545LM,AERO AIR LLC,B200,Fixed Wing Multi-Engine,BEECH,09/30/2028,Turbo-prop,None,LLC,No,A6EB85,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P&W CANADA,PT6A-42,11/11/2004,None,Standard,Normal,No,Valid,BB-1069,None,10/23/2006,1982,51565605
N546LM,AERO AIR LLC,B200,Fixed Wing Multi-Engine,BEECH,01/31/2028,Turbo-prop,None,LLC,No,A6EF3C,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,P&W,PT6A SER,02/25/1986,None,Standard,Normal,No,Valid,BB1235,None,01/23/2012,1985,51567474
N548LM,AERO AIR LLC,31A,Fixed Wing Multi-Engine,LEARJET INC,09/30/2027,Turbo-fan,None,LLC,No,A6F6AA,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,AIRESEARCH,TFE731 SER,01/29/1991,None,Standard,Transport,No,Valid,050,None,09/16/2011,1992,51573252
N724DE,AERO AIR LLC,SR22,Fixed Wing Single-Engine,CIRRUS DESIGN CORP,01/31/2029,Reciprocating,None,LLC,No,A9B2B8,NO,2050 NE 25TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-5964,None,CONT MOTOR,IO-550 SERIES,10/25/2004,None,Standard,Normal,No,Valid,1140,None,12/02/2009,2004,52331270
N406AS,AERO LEASING INC,407,Rotorcraft,BELL,04/30/2027,Turbo-shaft,None,Corporation,No,A4C2FC,NO,2040 MILLIGAN WAY,MEDFORD,JACKSON,UNITED STATES,OREGON,97504-6015,H2SW,ROLLS-ROYC,250-C47 SER,04/19/2017,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,53520,None,04/11/2017,2002,51141374
N1546H,AERO SPRAY INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,05/31/2028,Turbo-prop,None,Corporation,No,A0DC3D,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67AG,08/01/2008,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0003,None,05/01/2012,1992,50156075
N717DA,AERO SPRAY INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,01/31/2028,Turbo-prop,None,Corporation,No,A9965A,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,02/07/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0303,None,01/19/2018,2008,52313132
N779DA,AERO SPRAY INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,02/28/2029,Turbo-prop,None,Corporation,No,AA8AC2,NO,50 W SORENSON AVE,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-1360,None,P&W CANADA,PT6A-67F,12/13/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0779,None,02/06/2019,2018,52505302
N10122,AERO SPRAY INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,03/31/2029,Turbo-prop,None,Corporation,No,A00B24,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,02/06/2013,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0495,None,03/12/2013,2013,50005444
N80166,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,02/28/2030,Turbo-prop,None,Corporation,No,AAE8DD,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,01/19/2017,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0685,None,02/28/2017,2017,52564335
N4756E,AERO SPRAY INC DBA,A185F,Fixed Wing Single-Engine,CESSNA,07/31/2029,Reciprocating,None,Corporation,No,A5D6DC,NO,50 W SORENSON AVE,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-1360,None,CONT MOTOR,IO 520 SERIES,07/03/1979,None,Standard,Normal,No,Valid,18503862,None,07/29/2022,1979,51353334
N212FB,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,02/29/2028,Turbo-prop,None,Corporation,No,A1C16F,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,02/26/2015,None,Restricted,Agriculture and Pest Control,No,Valid,802A-0368,None,02/25/2015,2010,50340557
N12DA,AERO SPRAY INC DBA,AT-802,Fixed Wing Single-Engine,AIR TRACTOR INC,01/31/2029,Turbo-prop,None,Corporation,No,A051A5,NO,50 W SORENSON AVE,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-1360,None,P&W CANADA,PT6A-67F,11/21/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802-0777,None,01/17/2019,2018,50050645
N825DA,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,02/29/2028,Turbo-prop,None,Corporation,No,AB43BA,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,01/26/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0737,None,02/21/2018,2018,52641672
N3083R,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,04/30/2029,Turbo-prop,None,Corporation,No,A33FDB,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,12/03/2015,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0627,None,04/28/2016,2015,50637733
N3072Y,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,04/30/2028,Turbo-prop,None,Corporation,No,A33C08,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67F,01/30/2015,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0588,None,04/02/2015,2015,50636010
N802DA,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,09/30/2027,Turbo-prop,None,Corporation,No,AAE997,NO,50 W SORENSON AVE,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-1360,None,P&W CANADA,PT6A-67F,07/27/2020,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0851,None,09/25/2020,2020,52564627
N846DA,AERO SPRAY INC DBA,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,09/30/2027,Turbo-prop,None,Corporation,No,AB966F,NO,50 W SORENSON AVE,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-1360,None,P&W CANADA,PT6A-67F,06/04/2020,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0846,None,09/25/2020,2020,52713157
N6159F,AERO SPRAY INC DBA DAUNTLESS AIR,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,04/30/2028,Turbo-prop,None,Corporation,No,A804EA,NO,PO BOX 143,APPLETON,SWIFT,UNITED STATES,MINNESOTA,56208-0143,None,P&W CANADA,PT6A-67AG,04/27/2005,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0029,None,04/10/2012,1996,52002352
N85PP,AERO TECH LLC,212,Rotorcraft,BELL,02/28/2029,Turbo-shaft,None,LLC,No,ABA652,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,H4SW,P&W CANADA,PT6T-3B,11/04/2022,BELL TEXTRON INC,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,31266,None,02/03/2016,1985,52723122
N20AT,AERO TECH LLC,369FF,Rotorcraft,MCDONNELL DOUGLAS HELI CO,08/31/2029,Turbo-shaft,None,LLC,No,A18FBC,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,H3WE,ROLLS-ROYC,250-C30,10/01/2010,MD HELICOPTERS INC (MDHI),Restricted,Agriculture and Pest Control,No,Valid,0113FF,None,02/17/2010,1994,50307674
N20PF,AERO TECH LLC,212,Rotorcraft,BELL,08/31/2029,Turbo-shaft,None,LLC,No,A190F5,NO,5333 EAST 21ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101,H4SW,P & W,PT6T-3B,07/13/2010,BELL TEXTRON INC,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,35023,None,02/20/2008,1990,50310365
N2642Y,AERO TECH LLC,T310R,Fixed Wing Multi-Engine,CESSNA,08/31/2028,Reciprocating,None,LLC,No,A2908E,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,310R1684,None,08/14/2018,None,50510216
N34TP,AERO TECH LLC,407,Rotorcraft,BELL HELICOPTER TEXTRON CANADA,02/28/2029,Turbo-shaft,None,LLC,No,A3BCAC,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,H2SW,ROLLS-ROYC,250-C47B,02/11/2022,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,54575,None,02/08/2022,2015,50736254
N50ZZ,AERO TECH LLC,PC-6/B2-H4,Fixed Wing Single-Engine,PILATUS,06/30/2029,Turbo-prop,None,LLC,No,A639EE,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,None,P & W,PT6A-27,05/08/2015,None,Standard,Normal,No,Valid,743,None,06/02/2022,1975,51434756
N525AM,AERO TECH LLC,525,Fixed Wing Multi-Engine,CESSNA,08/31/2029,Turbo-fan,None,LLC,No,A69B8D,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,None,WILLIAMS,FJ 44 SERIES,09/22/2004,None,Standard,Normal,Yes,Valid,525-0538,None,08/08/2013,2004,51515615
N79RR,AERO TECH LLC,KODIAK 100,Fixed Wing Single-Engine,QUEST AIRCRAFT COMPANY LLC,05/31/2029,Turbo-prop,None,LLC,No,AAB733,NO,5333 E 21ST ST,CLOVIS,CURRY,UNITED STATES,NEW MEXICO,88101-1021,None,P&W CANADA,PT6A-34,12/13/2020,None,Standard,Transport,No,Valid,100-0096,None,05/22/2019,2013,52533463
N13484,AERO-FLITE CORP,177B,Fixed Wing Single-Engine,CESSNA,07/31/2029,Reciprocating,None,Corporation,No,A08D9A,NO,3014 REGENCY PARK DR,MURFREESBORO,RUTHERFORD,UNITED STATES,TENNESSEE,37129-5205,None,LYCOMING,O&VO-360 SER,02/23/1976,None,Standard,Utility,No,Valid,17702426,None,02/11/2000,1976,50106632
N385AC,AERO-FLITE INC,CL-215-6B11 (CL-415),Fixed Wing Multi-Engine,BOMBARDIER INC,08/31/2029,Turbo-prop,None,Non Citizen Corporation,No,A46DE0,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,P&W CANADA,PW123AF,01/08/2016,None,Restricted,Forest,Yes,Valid,2095,None,08/04/2016,2015,51066740
N389AC,AERO-FLITE INC,CL-215-6B11 (CL-415),Fixed Wing Multi-Engine,BOMBARDIER INC,08/31/2029,Turbo-prop,None,Non Citizen Corporation,No,A47CBC,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,P&W CANADA,PW123AF,01/15/2014,None,Restricted,Forest,Yes,Valid,2089,None,08/04/2016,2013,51076274
N416AC,AERO-FLITE INC,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,03/31/2029,Turbo-jet,None,Non Citizen Corporation,No,A4EA6D,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,ALLIEDSIGN,LF507-1F,06/19/2019,None,Restricted,Forest,No,Valid,E2345,None,03/13/2019,1999,51165155
N635AC,AERO-FLITE INC,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,07/31/2029,Turbo-jet,None,Non Citizen Corporation,No,A85052,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,ALLIEDSIGN,LF507-1F,03/17/2017,None,Restricted,Forest,Yes,Valid,E2330,None,07/05/2016,1998,52050122
N374AC,AERO-FLITE INC,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,09/30/2028,Turbo-jet,None,Non Citizen Corporation,No,A442AA,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,ALLIEDSIGN,LF507-1F,06/12/2015,None,Restricted,Forest,Yes,Valid,E2266,None,09/08/2015,1995,51041252
N355AC,AERO-FLITE INC,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BAE SYSTEMS PLC,01/31/2030,Turbo-jet,None,Non Citizen Corporation,No,A3F763,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,ALLIEDSIGN,LF507-1F,07/07/2014,None,Restricted,Forest,Yes,Valid,E2293,None,01/04/2017,1996,50773543
N839AC,AERO-FLITE INC,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BAE SYSTEMS PLC,09/30/2028,Turbo-jet,None,Non Citizen Corporation,No,AB79CC,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,ALLIEDSIGN,LF507-1F,07/07/2014,None,Restricted,Forest,No,Valid,E2270,None,09/08/2015,1995,52674714
N175AC,AERO-FLITE INC,PC-12/45,Fixed Wing Single-Engine,PILATUS AIRCRAFT LTD,09/30/2028,Turbo-prop,None,Non Citizen Corporation,No,A12BC3,NO,8520 W ELECTRIC AVE,SPOKANE,SPOKANE,UNITED STATES,WASHINGTON,99224-6149,None,P&W CANADA,PT6A-67B,08/01/2014,None,Standard,Normal,No,Valid,566,None,09/08/2015,2004,50225703
N484DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N476DF,AIR METHODS CORP,S-70I,Rotorcraft,SIKORSKY,08/31/2027,Turbo-shaft,None,Corporation,No,A5D7B5,NO,5500 S QUEBEC ST STE 300,GREENWOOD VILLAGE,ARAPAHOE,UNITED STATES,COLORADO,80111-1926,None,GE,T700-GE-701D,05/13/2021,None,Experimental,Research and Development,No,Valid,704083,None,08/21/2020,2020,51353665
N923AU,AIRSTRIKE FIREFIGHTERS LLC,P3A,Fixed Wing Multi-Engine,AERO UNION CORP,05/31/2028,Turbo-prop,None,LLC,No,ACC962,NO,3028 PEACEKEEPER WAY,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95662,None,ALLISON,T-56-A-10W,04/25/2011,None,Restricted,Forest,No,Valid,151372,None,05/05/2021,None,53144542
N917AU,AIRSTRIKE FIREFIGHTERS LLC,P-3A,Fixed Wing Multi-Engine,LOCKHEED,02/28/2029,Turbo-prop,None,LLC,No,ACB0BF,NO,3028 PEACEKEEPER WAY,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2502,None,ALLISON,T-56-A-10W,04/25/2011,None,Restricted,Forest,No,Valid,150510,None,02/10/2022,None,53130277
N921AU,AIRSTRIKE FIREFIGHTERS LLC,P3A,Fixed Wing Multi-Engine,AERO UNION CORP,02/28/2029,Turbo-prop,None,LLC,No,ACC1F4,NO,3028 PEACEKEEPER WAY,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2502,None,ALLISON,T-56-A-10W,04/21/2011,None,Restricted,Forest,No,Valid,151385,None,02/10/2022,None,53140764
N763AE,AMERICAN HELICOPTERS LLC,AS350B3,Rotorcraft,AMERICAN EUROCOPTER CORP,09/30/2027,Turbo-shaft,None,LLC,No,AA4CB2,NO,12515 WILLOWS RD NE STE 200,KIRKLAND,KING,UNITED STATES,WASHINGTON,98034-8795,H9EU,TURBOMECA,ARRIEL 2D,02/10/2014,AIRBUS HELICOPTERS,Standard,Normal,No,Valid,7789,None,09/15/2014,2014,52446262
N96EC,AV8-ORR HELICOPTER SERVICES INC,UH-1H,Rotorcraft,BELL,07/31/2028,Turbo-shaft,None,Corporation,No,AD5A34,NO,PO BOX 1442,HAMILTON,RAVALLI,UNITED STATES,MONTANA,59840-1442,None,LYCOMING,T-53,10/29/2001,None,Restricted,Other,No,Valid,68-16596,None,07/20/2015,1968,53255064
N242BH,B3 CONSULTANTS LLC,206L-1,Rotorcraft,BELL HELICOPTER TEXTRON,12/31/2029,Turbo-shaft,None,LLC,No,A2378E,NO,8 THE GRN STE 5395,DOVER,KENT,UNITED STATES,DELAWARE,19901-3618,H2SW,ROLLS-ROYC,250-C30,03/27/2007,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,45506,None,12/28/2016,1980,50433616
N366AC,BANK OF UTAH TRUSTEE,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,05/31/2029,Turbo-jet,None,Corporation,No,A42299,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,ALLIEDSIGN,LF507-1F,04/06/2015,None,Restricted,Forest,Yes,Valid,E2288,None,05/29/2019,1996,51021231
N746H,BANK OF UTAH TRUSTEE,214ST,Rotorcraft,BELL,07/31/2029,Turbo-shaft,None,Corporation,No,AA0983,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,H10SW,GE,CT7 SERIES,02/08/2017,BELL TEXTRON INC,Standard,Transport,Yes,Valid,28200,None,07/22/2022,1991,52404603
N325AC,BANK OF UTAH TRUSTEE,AVRO 146-RJ85A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,10/31/2029,Turbo-jet,None,Corporation,No,A380E6,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,ALLIEDSIGN,LF507-1F,09/22/2020,None,Restricted,Forest,No,Valid,E2371,None,10/08/2019,2000,50700346
N398AS,BANK OF UTAH TRUSTEE,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,12/31/2029,Turbo-prop,None,Corporation,No,A4A092,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,P&W CANADA,PT6A-67F,06/24/2014,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0564,None,12/20/2019,2014,51120222
N379AS,BANK OF UTAH TRUSTEE,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,12/31/2029,Turbo-prop,None,Corporation,No,A4554B,NO,500 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-3637,None,P&W CANADA,PT6A-67F,06/19/2015,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0609,None,12/20/2019,2015,51052513
N376AS,BANK OF UTAH TRUSTEE,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,12/31/2029,Turbo-prop,None,Corporation,No,A44A26,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,P&W CANADA,PT6A-67F,05/29/2015,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0607,None,12/20/2019,2015,51045046
N804AS,BANK OF UTAH TRUSTEE,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,12/31/2029,Turbo-prop,None,Corporation,No,AAF0CA,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,P&W CANADA,PT6A-67F,05/07/2018,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0740,None,12/20/2019,2018,52570312
N776AS,BANK OF UTAH TRUSTEE,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,12/31/2029,Turbo-prop,None,Corporation,No,AA7F62,NO,50 S 200 E STE 110,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111-1617,None,P&W CANADA,PT6A-67F,04/18/2016,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0648,None,12/20/2019,2016,52477542
N603AX,BC AIRCRAFT LEASING LLC,DC-10-30,Fixed Wing Multi-Engine,MCDONNELL-DOUGLAS,12/31/2029,Turbo-fan,None,LLC,No,A7D27A,NO,2503 CLARK CARR LOOP SE STE A,ALBUQUERQUE,BERNALILLO,UNITED STATES,NEW MEXICO,87106-5622,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,48267,None,12/02/2013,None,51751172
N522AX,BC AIRCRAFT LEASING LLC,DC-10-30,Fixed Wing Multi-Engine,MCDONNELL-DOUGLAS,12/31/2029,Turbo-fan,None,LLC,No,A69072,NO,2503 CLARK CARR LOOP SE STE A,ALBUQUERQUE,BERNALILLO,UNITED STATES,NEW MEXICO,87106-5622,None,GE,CF6-50 SER,09/20/2000,None,Standard,Transport,No,Valid,48315,None,12/02/2013,1988,51510162
N17085,BC AIRCRAFT LEASING LLC,DC-10-30,Fixed Wing Multi-Engine,MCDONNELL-DOUGLAS,05/31/2027,Turbo-fan,None,LLC,No,A11CBB,NO,2503 CLARK CARR LOOP SE STE A,ALBUQUERQUE,BERNALILLO,UNITED STATES,NEW MEXICO,87106-5622,None,GE,CF6-50 SER,08/31/1997,None,Standard,Transport,No,Valid,47957,None,05/12/2014,1975,50216273
N612AX,BC AIRCRAFT LEASING LLC,DC-10-30,Fixed Wing Multi-Engine,MCDONNELL-DOUGLAS,11/30/2029,Turbo-fan,None,LLC,No,A7F642,NO,2503 CLARK CARR LOOP SE STE A,ALBUQUERQUE,BERNALILLO,UNITED STATES,NEW MEXICO,87106-5622,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,48290,None,11/21/2013,None,51773102
N132BH,BHI FOUR LLC,AS 350 B3,Rotorcraft,EUROCOPTER,08/31/2029,Turbo-shaft,None,LLC,No,A082C0,NO,8850 AIRPORT BLVD,LEESBURG,LAKE,UNITED STATES,FLORIDA,34788-4002,H9EU,TURBOMECA,ARRIEL 2B1,03/11/2008,AIRBUS HELICOPTERS,Standard,Normal,No,Valid,4374,None,08/02/2022,2007,50101300
N31BH,BHI HELICOPTERS INC,AS350B3,Rotorcraft,AMERICAN EUROCOPTER CORP,01/31/2028,Turbo-shaft,None,Corporation,No,A34499,NO,581 SW 33RD ST,ONTARIO,MALHEUR,UNITED STATES,OREGON,97914-4648,H9EU,TURBOMECA,ARRIEL 2D,12/22/2011,AIRBUS HELICOPTERS,Standard,Normal,No,Valid,7269,None,01/25/2012,2011,50642231
N168BH,BHI HOLDINGS #1 LLC,AS 350B3,Rotorcraft,AIRBUS HELICOPTERS,12/31/2028,Turbo-shaft,None,LLC,No,A10F87,NO,581 SW 33RD ST,ONTARIO,MALHEUR,UNITED STATES,OREGON,97914-4648,H9EU,SAFRAN,ARRIEL 2D,12/28/2018,AIRBUS HELICOPTERS,Standard,None,No,Valid,8613,None,12/26/2018,2018,50207607
N361AL,BILLINGS FLYING SERVICE,206L-3,Rotorcraft,BELL,09/30/2027,Turbo-shaft,None,Corporation,No,A4100E,NO,6309 JELLISON RD,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59101-9306,H2SW,ALLISON,250-C30 SER,08/25/1987,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,51212,None,09/30/2014,1987,51010016
N562AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,06/30/2029,Turbo-shaft,None,Corporation,No,A72E61,NO,3655 A J WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106,R0011DE,HONEYWELL,T55-GA-714A,06/16/2015,BILLINGS FLYING SERVICE INC,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,90-0185,None,06/03/2016,1990,51627141
N561AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,06/30/2029,Turbo-shaft,None,Corporation,No,A72AAA,NO,3655 A J WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106,R0011DE,HONEYWELL,T55-GA-714A,02/03/2015,BILLINGS FLYING SERVICE INC,Experimental,Crew Training,No,Valid,90-0184,None,06/03/2016,1990,51625252
N404AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,10/31/2029,Turbo-shaft,None,Corporation,No,A4BB86,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,R0011DE,HONEYWELL,T55-GA-714A,05/30/2018,BILLINGS FLYING SERVICE INC,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,92-0297,None,10/31/2016,1992,51135606
N405AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BILLINGS FLYING SERVICE INC,10/31/2029,Turbo-shaft,None,Corporation,No,A4BF3D,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,R0011DE,HONEYWELL,T55-GA-714A,04/16/2019,BILLINGS FLYING SERVICE INC,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,92-0289,None,10/31/2016,1992,51137475
N10AJ,BILLINGS FLYING SERVICE INC,206B,Rotorcraft,BELL,05/31/2027,Turbo-shaft,None,Corporation,No,A00264,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,H2SW,ALLISON,250-C20 SER,11/21/2003,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,3169,None,05/01/2017,1980,50001144
N227AJ,BILLINGS FLYING SERVICE INC,CH-47D,Rotorcraft,BOEING,01/31/2029,Turbo-shaft,None,Corporation,No,A1FB0B,NO,3655 AJ WAY,BILLINGS,YELLOWSTONE,UNITED STATES,MONTANA,59106-9745,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,92-0302,None,01/15/2016,None,50375413
